ID,Alignment,Parameter,Value
026,Instrument.Alignments.Detectors.TLD.Push,,-1.523954959547e+02
026,Instrument.Alignments.Optics.MdDeflDC1,X,1.425105775446e-01
026,Instrument.Alignments.Optics.MdHRpar4,,2.103404297490e-05
026,Instrument.Alignments.Optics.MdSImRotCheb0,,-1.610372228389e+00
026,Instrument.Alignments.Optics.MdHRSatPar1,,-2.206204523708e+01
023,Instrument.Alignments.Optics.MdTLDAlign,X,-6.522497317554e-02
023,Instrument.Alignments.Optics.AlignCorrAngleUHR,[0.004;2000].Y,-2.159466968410e-04
023,Instrument.Alignments.Optics.CorrStigUppYUHR,[0.002;1000].X,3.785134835394e-02
023,Instrument.Alignments.Optics.MdSShiftTube3,Y,-3.919526249810e+01
023,Instrument.Alignments.Optics.ShiftCorrAngleUHR,[1000].X,-2.254600596781e-04
023,Instrument.Alignments.Optics.MdSImRotCheb1,,3.514003955740e-01
023,Instrument.Alignments.Optics.MdSDeflACF,[0.001].X,1.333554095653e-01
023,Instrument.Alignments.Optics.MdDeflACF,Y,1.378868115098e-01
023,Instrument.Alignments.Optics.MdACRotUpp,Y,8.000000000000e-03
023,Instrument.Alignments.Optics.MdCompUHRRem,,-5.000000000000e+00
023,Instrument.Alignments.Optics.MdACRotLow,Y,5.833333333333e-03
023,Instrument.Alignments.Detectors.TLD.Push,,-1.451292772830e+02
023,Instrument.Alignments.Optics.MdDeflDC1,X,1.420677043358e-01
023,Instrument.Alignments.Optics.MdHRpar4,,4.315637435751e-05
023,Instrument.Alignments.Optics.MdSImRotCheb0,,-1.615446499744e+00
023,Instrument.Alignments.Optics.MdHRSatPar1,,-1.517906934615e+01
011,Instrument.Alignments.Optics.MdTLDAlign,X,5.319497998015e-02
011,Instrument.Alignments.Optics.AlignCorrAngleUHR,[0.004;2000].Y,2.131326130877e-04
011,Instrument.Alignments.Optics.CorrStigUppYUHR,[0.002;1000].X,-3.081717424998e-02
011,Instrument.Alignments.Optics.MdSShiftTube3,Y,-1.581271944019e+01
011,Instrument.Alignments.Optics.ShiftCorrAngleUHR,[1000].X,5.065348705198e-05
011,Instrument.Alignments.Optics.MdSImRotCheb1,,3.555518872472e-01
011,Instrument.Alignments.Optics.MdSDeflACF,[0.001].X,1.409919632330e-01
011,Instrument.Alignments.Optics.MdDeflACF,Y,1.388296206711e-01
011,Instrument.Alignments.Optics.MdACRotUpp,Y,0.000000000000e+00
011,Instrument.Alignments.Optics.MdCompUHRRem,,-5.000000000000e+00
011,Instrument.Alignments.Optics.MdACRotLow,Y,-1.000633827278e-03
011,Instrument.Alignments.Detectors.TLD.Push,,-1.618504525298e+02
011,Instrument.Alignments.Optics.MdDeflDC1,X,1.489808520380e-01
011,Instrument.Alignments.Optics.MdHRpar4,,9.406347179664e-05
011,Instrument.Alignments.Optics.MdSImRotCheb0,,-1.607278156937e+00
011,Instrument.Alignments.Optics.MdHRSatPar1,,-2.107306379266e+01
