ID,Alignment,Parameter,Value
026,Instrument.Alignments.Detectors.TLD.Push,,-1.421200000000e+02
026,Instrument.Alignments.Optics.MdDeflDC1,X,1.426000000000e-01
026,Instrument.Alignments.Optics.MdHRpar4,,3.028883483284e-06
026,Instrument.Alignments.Optics.MdSImRotCheb0,,-1.620000000000e+00
026,Instrument.Alignments.Optics.MdHRSatPar1,,-2.188907994079e+01
023,Instrument.Alignments.Optics.MdTLDAlign,X,-6.507994280778e-02
023,Instrument.Alignments.Optics.AlignCorrAngleUHR,[0.004;2000].Y,-6.873245087624e-05
023,Instrument.Alignments.Optics.CorrStigUppYUHR,[0.002;1000].X,6.135827997252e-02
023,Instrument.Alignments.Optics.MdSShiftTube3,Y,-5.171130745816e+00
023,Instrument.Alignments.Optics.ShiftCorrAngleUHR,[1000].X,-2.074135267703e-04
023,Instrument.Alignments.Optics.MdSImRotCheb1,,3.570000000000e-01
023,Instrument.Alignments.Optics.MdSDeflACF,[0.001].X,1.426000000000e-01
023,Instrument.Alignments.Optics.MdDeflACF,Y,1.458550000000e-01
023,Instrument.Alignments.Optics.MdACRotUpp,Y,-9.800000000000e-04
023,Instrument.Alignments.Optics.MdCompUHRRem,,-1.000000000000e+01
023,Instrument.Alignments.Optics.MdACRotLow,Y,-2.150000000000e-03
023,Instrument.Alignments.Detectors.TLD.Push,,-1.448335408392e+02
023,Instrument.Alignments.Optics.MdDeflDC1,X,1.426000000000e-01
023,Instrument.Alignments.Optics.MdHRpar4,,-8.271845857418e-06
023,Instrument.Alignments.Optics.MdSImRotCheb0,,-1.620000000000e+00
023,Instrument.Alignments.Optics.MdHRSatPar1,,-2.753423505695e+01
011,Instrument.Alignments.Optics.MdTLDAlign,X,-6.602871744728e-02
011,Instrument.Alignments.Optics.AlignCorrAngleUHR,[0.004;2000].Y,0.000000000000e+00
011,Instrument.Alignments.Optics.CorrStigUppYUHR,[0.002;1000].X,-4.218639218509e-03
011,Instrument.Alignments.Optics.MdSShiftTube3,Y,2.442459114547e+01
011,Instrument.Alignments.Optics.ShiftCorrAngleUHR,[1000].X,3.095592579577e-04
011,Instrument.Alignments.Optics.MdSImRotCheb1,,3.570000000000e-01
011,Instrument.Alignments.Optics.MdSDeflACF,[0.001].X,1.426000000000e-01
011,Instrument.Alignments.Optics.MdDeflACF,Y,1.458550000000e-01
011,Instrument.Alignments.Optics.MdACRotUpp,Y,-9.800000000000e-04
011,Instrument.Alignments.Optics.MdCompUHRRem,,-2.000000000000e+01
011,Instrument.Alignments.Optics.MdACRotLow,Y,-2.150000000000e-03
011,Instrument.Alignments.Detectors.TLD.Push,,-1.539696604078e+02
011,Instrument.Alignments.Optics.MdDeflDC1,X,1.426000000000e-01
011,Instrument.Alignments.Optics.MdHRpar4,,-3.533094101184e-05
011,Instrument.Alignments.Optics.MdSImRotCheb0,,-1.620000000000e+00
011,Instrument.Alignments.Optics.MdHRSatPar1,,-1.920321286092e+01
